Year,Feature_Name,Landcover_Class,Developable_Area_km2,Proportion,diff_prop,diff_dev
2015,San Juan County,Forest,234.3015,0.712124735,0.0,0.0
2015,San Juan County,Agriculture,72.2052,0.21945702,0.0,0.0
2015,Mason County,Open Space,44.5086,0.043119676,0.0,0.0
2015,Mason County,Low Intensity,25.3962,0.024603693,0.0,0.0
2015,Mason County,Medium Intensity,6.084,0.005894144,0.0,0.0
2015,Mason County,High Intensity,0.9387,0.000909407,0.0,0.0
2015,Mason County,Forest,923.3649,0.894550619,0.0,0.0
2015,Mason County,Agriculture,31.9185,0.03092246,0.0,0.0
2015,Kitsap County,Open Space,137.2311,0.240259484,0.0,0.0
2015,Kitsap County,Low Intensity,66.519,0.116459175,0.0,0.0
2015,Kitsap County,Medium Intensity,24.1164,0.042222163,0.0,0.0
2015,Kitsap County,High Intensity,4.896,0.008571748,0.0,0.0
2015,Kitsap County,Forest,324.9261,0.568869427,0.0,0.0
2015,Kitsap County,Agriculture,13.4901,0.023618003,0.0,0.0
2016,Island County,Open Space,57.9159,0.14463044,0.0014151890000000111,0.5328000000000017
2016,Island County,Low Intensity,28.2366,0.070513829,-0.0001245629999999942,-0.0666000000000011
2016,Island County,Medium Intensity,9.7155,0.024262025,0.00011091900000000099,0.0387000000000004
2016,Island County,High Intensity,1.2087,0.003018425,1.3013999999999994e-05,0.0045000000000001705
2016,Island County,Forest,233.9343,0.584192262,-0.0008813120000000785,-0.4913999999999987
2016,Island County,Agriculture,69.4296,0.173383019,-0.0005332470000000145,-0.2546999999999997
2016,Clallam County,Open Space,32.3784,0.040291141,0.00032944199999999924,0.26370000000000005
2016,Clallam County,Low Intensity,29.1951,0.036329895,-0.00019032499999999813,-0.15390000000000015
2016,Clallam County,Medium Intensity,11.2239,0.013966834,0.00011020499999999864,0.0882000000000005
2016,Clallam County,High Intensity,1.9323,0.002404522,-2.1619999999999973e-06,-0.0018000000000000238
2016,Clallam County,Forest,623.4408,0.775799333,3.527500000000128e-05,0.008100000000013097
2016,Clallam County,Agriculture,105.4404,0.131208275,-0.00028243499999999755,-0.23040000000000305
2016,King County,Open Space,249.705,0.224032208,0.0003367260000000094,0.3429000000000144
2016,King County,Low Intensity,234.6309,0.210507914,-3.317000000002679e-06,-0.034199999999998454
2016,King County,Medium Intensity,201.609,0.180881078,0.00034645799999999394,0.36000000000001364
2016,King County,High Intensity,69.7212,0.06255299,0.00022046800000000144,0.23669999999999902
2016,King County,Forest,243.882,0.218807885,-0.0004955379999999898,-0.5841000000000065
2016,King County,Agriculture,115.0461,0.103217925,-0.0004047969999999984,-0.4662000000000006
2016,Snohomish County,Open Space,279.9747,0.152253211,0.0010248469999999954,1.7946000000000026
2016,Snohomish County,Low Intensity,126.9036,0.069011524,-0.00013033299999999637,-0.2807999999999993
2016,Snohomish County,Medium Intensity,96.4737,0.052463421,0.0003521180000000054,0.6164999999999878
2016,Snohomish County,High Intensity,31.3146,0.017029212,9.553399999999782e-05,0.16559999999999775
2016,Snohomish County,Forest,1016.262,0.552654054,-0.00015788599999999597,-0.6192000000000917
2016,Snohomish County,Agriculture,287.9469,0.156588578,-0.0011842789999999825,-2.271599999999978
2016,Whatcom County,Open Space,74.8602,0.079233971,0.0006870779999999937,0.6471000000000089
2016,Whatcom County,Low Intensity,39.5748,0.041886991,0.00010974799999999979,0.10260000000000247
2016,Whatcom County,Medium Intensity,27.252,0.028844221,0.00039229799999999926,0.3698999999999977
2016,Whatcom County,High Intensity,13.8195,0.014626916,0.00023663800000000082,0.2232000000000003
2016,Whatcom County,Forest,280.134,0.296501066,-0.0008929290000000423,-0.8514000000000124
2016,Whatcom County,Agriculture,509.1588,0.538906834,-0.0005328340000000376,-0.5175000000000409
2016,Pierce County,Open Space,214.083,0.100525852,0.0007633719999999983,1.5623999999999967
2016,Pierce County,Low Intensity,185.5638,0.087134238,-0.00028795099999999463,-0.6687000000000012
2016,Pierce County,Medium Intensity,118.8864,0.055824874,0.0005071289999999951,1.0448999999999984
2016,Pierce County,High Intensity,40.6755,0.019099785,0.0001860890000000004,0.3842999999999961
2016,Pierce County,Forest,1382.0598,0.648966701,-0.0006140700000000221,-1.7199000000000524
2016,Pierce County,Agriculture,188.3628,0.08844855,-0.0005545690000000048,-1.2375000000000114
2016,Thurston County,Open Space,88.839,0.164676678,0.00034428799999999815,0.07200000000000273
2016,Thurston County,Low Intensity,58.365,0.108188456,0.00022025900000000043,0.04410000000000025
2016,Thurston County,Medium Intensity,34.0632,0.063141352,0.000820670999999995,0.3995999999999995
2016,Thurston County,High Intensity,8.4303,0.015626851,0.00030326800000000063,0.15300000000000047
2016,Thurston County,Forest,231.8337,0.42973923,-0.0008806109999999756,-0.7730999999999995
2016,Thurston County,Agriculture,117.9441,0.218627433,-0.0008078749999999857,-0.5876999999999981
2016,Jefferson County,Open Space,22.9905,0.105598432,0.0004435630000000079,0.08370000000000033
2016,Jefferson County,Low Intensity,11.9898,0.05507075,-0.00013018499999999794,-0.03509999999999991
2016,Jefferson County,Medium Intensity,3.6387,0.016713034,-0.00010629099999999794,-0.02519999999999989
2016,Jefferson County,High Intensity,0.6273,0.002881273,-3.556399999999965e-05,-0.008099999999999996
2016,Jefferson County,Forest,153.252,0.703906873,0.0002343849999999481,-0.03509999999999991
2016,Jefferson County,Agriculture,25.218,0.115829637,-0.0004059079999999965,-0.10259999999999891
2016,Skagit County,Open Space,52.1163,0.074130259,0.0007061420000000068,0.47879999999999967
2016,Skagit County,Low Intensity,30.3453,0.043163174,2.626499999999754e-05,0.008100000000002439
2016,Skagit County,Medium Intensity,19.8585,0.028246743,6.595900000000085e-05,0.03960000000000008
2016,Skagit County,High Intensity,11.1438,0.015850948,4.7647000000001355e-05,0.02970000000000006
2016,Skagit County,Forest,217.755,0.309734853,-0.0010459190000000063,-0.8100000000000023
2016,Skagit County,Agriculture,371.8179,0.528874022,0.00019990500000000022,0.013500000000021828
2016,San Juan County,Open Space,15.2928,0.04648033,0.00033111300000000093,0.10890000000000022
2016,San Juan County,Low Intensity,6.1317,0.018636446,-1.3625999999999222e-05,-0.004499999999999282
2016,San Juan County,Medium Intensity,1.0602,0.00322233,5.479999999999981e-06,0.0018000000000000238
2016,San Juan County,High Intensity,0.1323,0.000402107,1.0000000000157452e-09,0.0
2016,San Juan County,Forest,233.7543,0.710463545,-0.001661189999999979,-0.5472000000000037
2016,San Juan County,Agriculture,72.6453,0.220795243,0.0013382229999999995,0.44010000000000105
2016,Mason County,Open Space,44.2863,0.042944116,-0.00017556000000000516,-0.22230000000000416
2016,Mason County,Low Intensity,25.3233,0.024555827,-4.7866000000000575e-05,-0.07290000000000063
2016,Mason County,Medium Intensity,6.1668,0.005979903,8.575900000000036e-05,0.08280000000000065
2016,Mason County,High Intensity,0.9711,0.000941669,3.2262000000000024e-05,0.032399999999999984
2016,Mason County,Forest,922.5567,0.894596793,4.617399999995442e-05,-0.8082000000000562
2016,Mason County,Agriculture,31.95,0.030981692,5.923200000000281e-05,0.03149999999999764
2016,Kitsap County,Open Space,138.1572,0.242039904,0.0017804200000000048,0.926099999999991
2016,Kitsap County,Low Intensity,66.1185,0.115834103,-0.0006250720000000043,-0.40050000000000807
2016,Kitsap County,Medium Intensity,24.2154,0.042423363,0.0002011999999999986,0.0990000000000002
2016,Kitsap County,High Intensity,4.8969,0.008578961,7.21299999999897e-06,0.0008999999999996788
2016,Kitsap County,Forest,324.0432,0.567696689,-0.001172737999999951,-0.8829000000000065
2016,Kitsap County,Agriculture,13.3722,0.02342698,-0.0001910229999999985,-0.11790000000000056
2017,Island County,Open Space,58.6008,0.146311539,0.0030962880000000026,1.2177000000000007
2017,Island County,Low Intensity,28.3797,0.070857012,0.0002186200000000027,0.07649999999999935
2017,Island County,Medium Intensity,9.8775,0.024661647,0.0005105409999999998,0.20069999999999943
2017,Island County,High Intensity,1.1412,0.002849291,-0.00015612000000000004,-0.06299999999999994
2017,Island County,Forest,233.4015,0.582745161,-0.0023284130000000847,-1.0242000000000075
2017,Island County,Agriculture,69.12,0.17257535,-0.0013409160000000253,-0.5642999999999887
2017,Clallam County,Open Space,32.9544,0.041018058,0.0010563589999999998,0.8397000000000006
2017,Clallam County,Low Intensity,29.6433,0.03689676,0.0003765400000000016,0.2942999999999998
2017,Clallam County,Medium Intensity,11.0313,0.013730564,-0.00012606499999999986,-0.10440000000000005
2017,Clallam County,High Intensity,1.9809,0.002465609,5.8925000000000036e-05,0.046800000000000175
2017,Clallam County,Forest,623.1744,0.775659811,-0.00010424700000000175,-0.2582999999999629
2017,Clallam County,Agriculture,104.6277,0.130229197,-0.0012615130000000196,-1.0430999999999955
2017,King County,Open Space,249.9777,0.224251521,0.0005560390000000082,0.6156000000000006
2017,King County,Low Intensity,234.9153,0.210739251,0.00022801999999999545,0.25020000000000664
2017,King County,Medium Intensity,202.0518,0.181257862,0.0007232419999999851,0.8027999999999906
2017,King County,High Intensity,70.0659,0.062855145,0.0005226229999999998,0.5814000000000021
2017,King County,Forest,243.4689,0.218412567,-0.0008908559999999954,-0.9972000000000207
2017,King County,Agriculture,114.2406,0.102483655,-0.0011390669999999936,-1.2716999999999956
2017,Snohomish County,Open Space,281.7432,0.153212841,0.0019844769999999845,3.56310000000002
2017,Snohomish County,Low Intensity,127.5156,0.069343385,0.0002015279999999925,0.3312000000000097
2017,Snohomish County,Medium Intensity,97.3098,0.052917376,0.0008060730000000044,1.4525999999999897
2017,Snohomish County,High Intensity,31.6539,0.017213491,0.0002798130000000003,0.5048999999999992
2017,Snohomish County,Forest,1013.7717,0.551292248,-0.001519692000000017,-3.1095000000000255
2017,Snohomish County,Agriculture,286.9065,0.15602066,-0.0017521969999999831,-3.312000000000012
2017,Whatcom County,Open Space,75.267,0.079671672,0.0011247789999999924,1.0538999999999987
2017,Whatcom County,Low Intensity,39.6738,0.041995536,0.00021829300000000135,0.2015999999999991
2017,Whatcom County,Medium Intensity,27.5796,0.029193576,0.0007416529999999984,0.697499999999998
2017,Whatcom County,High Intensity,13.9122,0.014726351,0.00033607300000000097,0.31590000000000096
2017,Whatcom County,Forest,279.7992,0.296173226,-0.0012207690000000104,-1.186200000000042
2017,Whatcom County,Agriculture,508.4829,0.53823964,-0.0012000279999999641,-1.1934000000000538
2017,Pierce County,Open Space,214.7589,0.100804847,0.0010423670000000024,2.2383000000000095
2017,Pierce County,Low Intensity,187.1109,0.08782726,0.00040507100000000684,0.8783999999999992
2017,Pierce County,Medium Intensity,120.0501,0.056349851,0.001032105999999998,2.208600000000004
2017,Pierce County,High Intensity,41.0598,0.0192729,0.0003592039999999984,0.7685999999999993
2017,Pierce County,Forest,1380.4128,0.647946609,-0.0016341619999999946,-3.366899999999987
2017,Pierce County,Agriculture,187.0497,0.087798533,-0.0012045860000000075,-2.550600000000003
2017,Thurston County,Open Space,89.4915,0.165750691,0.0014183010000000107,0.7245000000000061
2017,Thurston County,Low Intensity,58.7223,0.108761858,0.0007936610000000011,0.4013999999999953
2017,Thurston County,Medium Intensity,34.3125,0.063551517,0.001230835999999999,0.6488999999999976
2017,Thurston County,High Intensity,8.5842,0.015899131,0.0005755480000000004,0.30689999999999884
2017,Thurston County,Forest,230.7861,0.427447921,-0.0031719199999999947,-1.820699999999988
2017,Thurston County,Agriculture,118.0197,0.218588881,-0.0008464269999999829,-0.5121000000000038
2017,Jefferson County,Open Space,23.1741,0.10638588,0.001231011000000004,0.26729999999999876
2017,Jefferson County,Low Intensity,12.0744,0.055430229,0.00022929399999999794,0.0495000000000001
2017,Jefferson County,Medium Intensity,3.6567,0.016786898,-3.242699999999807e-05,-0.007200000000000095
2017,Jefferson County,High Intensity,0.6309,0.002896287,-2.0549999999999822e-05,-0.0044999999999999485
2017,Jefferson County,Forest,153.5985,0.705128205,0.001455716999999912,0.3113999999999919
2017,Jefferson County,Agriculture,24.696,0.113372501,-0.002863043999999995,-0.6245999999999974
2017,Skagit County,Open Space,52.5231,0.074706214,0.0012820970000000098,0.8855999999999966
2017,Skagit County,Low Intensity,30.5541,0.043458614,0.0003217049999999985,0.21689999999999898
2017,Skagit County,Medium Intensity,20.1618,0.028677129,0.0004963449999999987,0.3429000000000002
2017,Skagit County,High Intensity,11.1582,0.015870862,6.75610000000007e-05,0.04410000000000025
2017,Skagit County,Forest,217.9152,0.309951612,-0.0008291599999999955,-0.649799999999999
2017,Skagit County,Agriculture,370.7496,0.527335569,-0.001338547999999995,-1.0548000000000002
2017,San Juan County,Open Space,15.3252,0.046579314,0.00043009699999999734,0.1413000000000011
2017,San Juan County,Low Intensity,6.2145,0.018888311,0.0002382390000000012,0.07830000000000048
2017,San Juan County,Medium Intensity,1.0494,0.00318954,-2.7310000000000008e-05,-0.008999999999999897
2017,San Juan County,High Intensity,0.144,0.000437673,3.556700000000002e-05,0.011699999999999988
2017,San Juan County,Forest,233.9091,0.710941817,-0.0011829179999999218,-0.3924000000000092
2017,San Juan County,Agriculture,72.3708,0.219963345,0.0005063250000000019,0.16559999999999775
2017,Mason County,Open Space,44.2575,0.042890698,-0.00022897800000000468,-0.251100000000001
2017,Mason County,Low Intensity,25.8597,0.025061076,0.0004573830000000022,0.4634999999999998
2017,Mason County,Medium Intensity,6.1596,0.005969373,7.522900000000044e-05,0.07560000000000056
2017,Mason County,High Intensity,0.9738,0.000943726,3.4318999999999994e-05,0.03510000000000002
2017,Mason County,Forest,922.8114,0.894312262,-0.00023835699999996685,-0.5534999999999854
2017,Mason County,Agriculture,31.8051,0.030822865,-9.959499999999746e-05,-0.11340000000000217
2017,Kitsap County,Open Space,138.9339,0.243226891,0.0029674070000000052,1.7027999999999963
2017,Kitsap County,Low Intensity,66.4911,0.116403725,-5.5449999999998556e-05,-0.02790000000000248
2017,Kitsap County,Medium Intensity,24.0795,0.042155168,-6.699500000000025e-05,-0.03689999999999927
2017,Kitsap County,High Intensity,4.9005,0.00857914,7.392000000000162e-06,0.0045000000000001705
2017,Kitsap County,Forest,323.658,0.56661714,-0.0022522870000000195,-1.268100000000004
2017,Kitsap County,Agriculture,13.1481,0.023017935,-0.0006000679999999987,-0.3420000000000005
2018,Island County,Open Space,58.833,0.146911422,0.003696171000000026,1.4498999999999995
2018,Island County,Low Intensity,28.7811,0.071869058,0.0012306660000000053,0.4778999999999982
2018,Island County,Medium Intensity,9.8469,0.024588617,0.00043751100000000154,0.1700999999999997
2018,Island County,High Intensity,1.2987,0.003242974,0.0002375630000000001,0.09450000000000003
2018,Island County,Forest,232.6959,0.581063102,-0.004010472000000043,-1.7298000000000116
2018,Island County,Agriculture,69.0102,0.172324828,-0.0015914380000000006,-0.6740999999999957
2018,Clallam County,Open Space,33.4737,0.041666013,0.0017043139999999984,1.3590000000000018
2018,Clallam County,Low Intensity,29.8998,0.037217441,0.0006972209999999979,0.5507999999999988
2018,Clallam County,Medium Intensity,11.0511,0.013755733,-0.00010089600000000136,-0.08460000000000001
2018,Clallam County,High Intensity,1.9872,0.002473545,6.686100000000009e-05,0.05310000000000015
2018,Clallam County,Forest,623.286,0.775828268,6.421000000000898e-05,-0.14670000000000982
2018,Clallam County,Agriculture,103.6836,0.129059,-0.0024317100000000036,-1.9872000000000014
2018,King County,Open Space,250.0938,0.224365092,0.0006696099999999872,0.7316999999999894
2018,King County,Low Intensity,235.6407,0.211398873,0.000887641999999994,0.9756000000000142
2018,King County,Medium Intensity,202.1409,0.181345406,0.00081078599999998,0.8918999999999926
2018,King County,High Intensity,70.3404,0.063104045,0.0007715229999999962,0.8559000000000054
2018,King County,Forest,242.9595,0.217964742,-0.0013386810000000082,-1.5066000000000201
2018,King County,Agriculture,113.4981,0.101821843,-0.0018008790000000052,-2.0142000000000024
2018,Snohomish County,Open Space,282.168,0.153454213,0.002225849000000002,3.9879000000000246
2018,Snohomish County,Low Intensity,128.5641,0.069918285,0.0007764279999999957,1.3796999999999997
2018,Snohomish County,Medium Intensity,97.9488,0.053268464,0.0011571610000000038,2.0915999999999997
2018,Snohomish County,High Intensity,31.8987,0.017347785,0.00041410700000000036,0.7497000000000007
2018,Snohomish County,Forest,1012.6476,0.550718154,-0.0020937859999999864,-4.233600000000024
2018,Snohomish County,Agriculture,285.5493,0.155293098,-0.002479758999999998,-4.669199999999989
2018,Whatcom County,Open Space,75.7764,0.080202249,0.0016553559999999967,1.5632999999999981
2018,Whatcom County,Low Intensity,40.1877,0.042534931,0.0007576879999999994,0.7154999999999987
2018,Whatcom County,Medium Intensity,27.6588,0.029274259,0.0008223359999999999,0.7766999999999982
2018,Whatcom County,High Intensity,14.0463,0.014866698,0.00047641999999999997,0.45000000000000107
2018,Whatcom County,Forest,279.8334,0.296177543,-0.0012164520000000345,-1.1520000000000437
2018,Whatcom County,Agriculture,507.3138,0.536944321,-0.002495346999999981,-2.3625000000000114
2018,Pierce County,Open Space,214.0812,0.100498122,0.0007356419999999947,1.5605999999999938
2018,Pierce County,Low Intensity,188.1171,0.088309554,0.0008873650000000011,1.884600000000006
2018,Pierce County,Medium Intensity,120.7224,0.056671835,0.0013540899999999953,2.880899999999997
2018,Pierce County,High Intensity,42.75,0.020068529,0.001154833000000001,2.4587999999999965
2018,Pierce County,Forest,1379.6964,0.647683669,-0.0018971020000000394,-4.083300000000008
2018,Pierce County,Agriculture,184.8339,0.086768291,-0.002234828000000008,-4.766400000000004
2018,Thurston County,Open Space,89.9145,0.166612188,0.0022797979999999995,1.147500000000008
2018,Thurston County,Low Intensity,59.4729,0.110203694,0.002235497000000003,1.152000000000001
2018,Thurston County,Medium Intensity,34.596,0.064106626,0.0017859449999999971,0.9323999999999941
2018,Thurston County,High Intensity,8.973,0.016627031,0.0013034480000000005,0.6957000000000004
2018,Thurston County,Forest,228.3435,0.423122079,-0.007497762000000019,-4.263299999999987
2018,Thurston County,Agriculture,118.3635,0.219328381,-0.00010692700000000666,-0.16830000000000211
2018,Jefferson County,Open Space,23.4216,0.107532747,0.002377878,0.514800000000001
2018,Jefferson County,Low Intensity,12.1203,0.055646461,0.00044552600000000164,0.09539999999999971
2018,Jefferson County,Medium Intensity,3.6666,0.016834015,1.469000000000123e-05,0.0026999999999999247
2018,Jefferson County,High Intensity,0.6318,0.002900707,-1.6129999999999617e-05,-0.0035999999999999366
2018,Jefferson County,Forest,153.333,0.703979174,0.00030668599999994495,0.04589999999998895
2018,Jefferson County,Agriculture,24.6357,0.113106896,-0.0031286489999999972,-0.684899999999999
2018,Skagit County,Open Space,53.28,0.075779589,0.0023554719999999973,1.6424999999999983
2018,Skagit County,Low Intensity,30.762,0.043752472,0.0006155629999999995,0.4248000000000012
2018,Skagit County,Medium Intensity,20.3184,0.028898649,0.0007178649999999981,0.49950000000000117
2018,Skagit County,High Intensity,11.1771,0.015897073,9.377200000000238e-05,0.06299999999999883
2018,Skagit County,Forest,217.9053,0.309924438,-0.0008563339999999586,-0.6596999999999866
2018,Skagit County,Agriculture,369.6489,0.525747779,-0.002926337999999973,-2.155499999999961
2018,San Juan County,Open Space,15.5547,0.047276079,0.0011268619999999993,0.3708000000000009
2018,San Juan County,Low Intensity,6.3621,0.019336609,0.000686537000000001,0.2259000000000002
2018,San Juan County,Medium Intensity,1.0377,0.003153927,-6.292299999999989e-05,-0.02069999999999994
2018,San Juan County,High Intensity,0.144,0.000437665,3.5559e-05,0.011699999999999988
2018,San Juan County,Forest,233.8893,0.71086997,-0.001254764999999991,-0.4122000000000128
2018,San Juan County,Agriculture,72.0306,0.21892575,-0.0005312700000000004,-0.1745999999999981
2018,Mason County,Open Space,44.6715,0.043302563,0.00018288699999999963,0.1629000000000005
2018,Mason County,Low Intensity,25.8417,0.025049793,0.00044610000000000136,0.4454999999999991
2018,Mason County,Medium Intensity,6.1398,0.005951649,5.750500000000023e-05,0.055800000000000516
2018,Mason County,High Intensity,0.9738,0.000943958,3.455099999999996e-05,0.03510000000000002
2018,Mason County,Forest,922.2372,0.893975679,-0.0005749400000000238,-1.1277000000000044
2018,Mason County,Agriculture,31.7493,0.030776358,-0.00014610199999999865,-0.16920000000000002
2018,Kitsap County,Open Space,139.3875,0.244125617,0.003866132999999994,2.1563999999999908
2018,Kitsap County,Low Intensity,66.9087,0.117185025,0.0007258500000000001,0.3896999999999906
2018,Kitsap County,Medium Intensity,23.9085,0.04187375,-0.0003484129999999988,-0.20789999999999864
2018,Kitsap County,High Intensity,4.9095,0.008598581,2.6832999999998677e-05,0.013500000000000512
2018,Kitsap County,Forest,323.0055,0.565717276,-0.003152150999999992,-1.9206000000000358
2018,Kitsap County,Agriculture,12.8466,0.022499752,-0.0011182509999999972,-0.6434999999999995
2019,Island County,Open Space,59.3739,0.148250438,0.005035187000000024,1.9908000000000001
2019,Island County,Low Intensity,29.0925,0.072640939,0.0020025470000000073,0.7893000000000008
2019,Island County,Medium Intensity,9.8127,0.024501289,0.00035018300000000044,0.13589999999999947
2019,Island County,High Intensity,1.3041,0.003256202,0.0002507910000000002,0.0999000000000001
2019,Island County,Forest,232.2549,0.579916269,-0.005157305000000001,-2.170800000000014
2019,Island County,Agriculture,68.6592,0.171434864,-0.0024814020000000214,-1.0250999999999948
2019,Clallam County,Open Space,34.5942,0.043048542,0.003086842999999999,2.4795000000000016
2019,Clallam County,Low Intensity,29.97,0.037294252,0.0007740320000000009,0.6209999999999987
2019,Clallam County,Medium Intensity,11.1987,0.013935507,7.887799999999924e-05,0.06300000000000061
2019,Clallam County,High Intensity,1.9323,0.002404527,-2.157000000000027e-06,-0.0018000000000000238
2019,Clallam County,Forest,623.4075,0.775759632,-4.4260000000573285e-06,-0.02519999999992706
2019,Clallam County,Agriculture,102.5064,0.12755754,-0.003933170000000014,-3.1644000000000005
2019,King County,Open Space,250.335,0.224578396,0.0008829140000000124,0.9729000000000099
2019,King County,Low Intensity,236.5101,0.21217592,0.001664688999999997,1.8449999999999989
2019,King County,Medium Intensity,202.4631,0.181631966,0.001097345999999999,1.214100000000002
2019,King County,High Intensity,70.443,0.063195222,0.000862699999999994,0.9585000000000008
2019,King County,Forest,242.8362,0.217851136,-0.0014522869999999966,-1.6299000000000206
2019,King County,Agriculture,112.1013,0.10056736,-0.003055362000000006,-3.4110000000000014
2019,Snohomish County,Open Space,283.7601,0.154414761,0.0031863970000000075,5.580000000000041
2019,Snohomish County,Low Intensity,129.3921,0.070411767,0.001269909999999999,2.2077000000000027
2019,Snohomish County,Medium Intensity,98.7345,0.05372871,0.0016174070000000013,2.877299999999991
2019,Snohomish County,High Intensity,32.2497,0.017549436,0.000615758000000001,1.1006999999999962
2019,Snohomish County,Forest,1011.6063,0.550489462,-0.002322477999999961,-5.274900000000002
2019,Snohomish County,Agriculture,281.9061,0.153405863,-0.004366993999999985,-8.312400000000025
2019,Whatcom County,Open Space,76.5351,0.081008117,0.002461223999999998,2.3220000000000027
2019,Whatcom County,Low Intensity,40.4352,0.042798395,0.0010211520000000043,0.963000000000001
2019,Whatcom County,Medium Intensity,27.9999,0.029636326,0.0011844030000000005,1.117799999999999
2019,Whatcom County,High Intensity,14.1453,0.014972008,0.0005817300000000008,0.5490000000000013
2019,Whatcom County,Forest,279.135,0.295448765,-0.00194523000000002,-1.850400000000036
2019,Whatcom County,Agriculture,506.5326,0.536136389,-0.003303278999999937,-3.143700000000024
2019,Pierce County,Open Space,214.6671,0.100782193,0.0010197130000000054,2.146500000000003
2019,Pierce County,Low Intensity,188.7075,0.088594646,0.0011724570000000017,2.4750000000000227
2019,Pierce County,Medium Intensity,122.0787,0.057313669,0.001995923999999996,4.237200000000001
2019,Pierce County,High Intensity,43.7733,0.020550747,0.0016370510000000005,3.4820999999999955
2019,Pierce County,Forest,1378.3446,0.647107042,-0.00247372899999998,-5.435100000000148
2019,Pierce County,Agriculture,182.439,0.085651703,-0.00335141600000001,-7.161300000000011
2019,Thurston County,Open Space,90.4671,0.167606531,0.003274141000000008,1.7001000000000062
