Year,Feature_Name,Landcover_Class,Developable_Area_km2,Proportion,diff_prop,diff_dev
2015,Nooksack,Open Space,72.4995,0.076524893,0.0,0.0
2015,Nooksack,Low Intensity,38.9619,0.041125183,0.0,0.0
2015,Nooksack,Medium Intensity,26.856,0.028347127,0.0,0.0
2015,Nooksack,High Intensity,13.5963,0.014351208,0.0,0.0
2015,Nooksack,Forest,279.9216,0.2954637,0.0,0.0
2015,Nooksack,Agriculture,515.5623,0.544187889,0.0,0.0
2015,Upper Skagit,Open Space,5.454,0.066258474,0.0,0.0
2015,Upper Skagit,Low Intensity,2.4876,0.030220862,0.0,0.0
2015,Upper Skagit,Medium Intensity,0.5967,0.007249071,0.0,0.0
2015,Upper Skagit,High Intensity,0.1152,0.001399519,0.0,0.0
2015,Upper Skagit,Forest,53.4996,0.649945331,0.0,0.0
2015,Upper Skagit,Agriculture,20.1609,0.244926744,0.0,0.0
2015,San Juan,Open Space,15.1839,0.046149217,0.0,0.0
2015,San Juan,Low Intensity,6.1362,0.018650072,0.0,0.0
2015,San Juan,Medium Intensity,1.0584,0.00321685,0.0,0.0
2015,San Juan,High Intensity,0.1323,0.000402106,0.0,0.0
2015,San Juan,Forest,234.3015,0.712124735,0.0,0.0
2015,San Juan,Agriculture,72.2052,0.21945702,0.0,0.0
2015,Lower Skagit - Samish,Open Space,50.3244,0.076649235,0.0,0.0
2015,Lower Skagit - Samish,Low Intensity,29.6064,0.045093591,0.0,0.0
2015,Lower Skagit - Samish,Medium Intensity,19.6371,0.029909322,0.0,0.0
2015,Lower Skagit - Samish,High Intensity,11.1087,0.016919692,0.0,0.0
2015,Lower Skagit - Samish,Forest,185.5908,0.282673868,0.0,0.0
2015,Lower Skagit - Samish,Agriculture,360.2871,0.548754292,0.0,0.0
2015,Lyre - Hoko,Open Space,3.4758,0.007397745,0.0,0.0
2015,Lyre - Hoko,Low Intensity,1.08,0.002298626,0.0,0.0
2015,Lyre - Hoko,Medium Intensity,0.4878,0.001038213,0.0,0.0
2015,Lyre - Hoko,High Intensity,0.0126,2.68e-05,0.0,0.0
2015,Lyre - Hoko,Forest,455.2254,0.968882351,0.0,0.0
2015,Lyre - Hoko,Agriculture,9.5643,0.020356249,0.0,0.0
2015,Stillaguamish,Open Space,52.299,0.085757421,0.0,0.0
2015,Stillaguamish,Low Intensity,10.4814,0.017186903,0.0,0.0
2015,Stillaguamish,Medium Intensity,5.7231,0.009384468,0.0,0.0
2015,Stillaguamish,High Intensity,0.9702,0.001590888,0.0,0.0
2015,Stillaguamish,Forest,410.2542,0.672715386,0.0,0.0
2015,Stillaguamish,Agriculture,130.1202,0.213364935,0.0,0.0
2015,Island,Open Space,57.3831,0.143215251,0.0,0.0
2015,Island,Low Intensity,28.3032,0.070638392,0.0,0.0
2015,Island,Medium Intensity,9.6768,0.024151106,0.0,0.0
2015,Island,High Intensity,1.2042,0.003005411,0.0,0.0
2015,Island,Forest,234.4257,0.585073574,0.0,0.0
2015,Island,Agriculture,69.6843,0.173916266,0.0,0.0
2015,Quilcene - Snow,Open Space,22.338,0.092085541,0.0,0.0
2015,Quilcene - Snow,Low Intensity,13.482,0.055577816,0.0,0.0
2015,Quilcene - Snow,Medium Intensity,4.0077,0.016521229,0.0,0.0
2015,Quilcene - Snow,High Intensity,0.6354,0.002619355,0.0,0.0
2015,Quilcene - Snow,Forest,168.9201,0.696351454,0.0,0.0
2015,Quilcene - Snow,Agriculture,33.1956,0.136844605,0.0,0.0
2015,Elwha - Dungeness,Open Space,26.4888,0.091772241,0.0,0.0
2015,Elwha - Dungeness,Low Intensity,25.992,0.090051043,0.0,0.0
2015,Elwha - Dungeness,Medium Intensity,10.2222,0.035415504,0.0,0.0
2015,Elwha - Dungeness,High Intensity,1.9215,0.006657167,0.0,0.0
2015,Elwha - Dungeness,Forest,136.4139,0.472615191,0.0,0.0
2015,Elwha - Dungeness,Agriculture,87.5979,0.303488854,0.0,0.0
2015,Kitsap,Open Space,212.1327,0.202497814,0.0,0.0
2015,Kitsap,Low Intensity,100.0134,0.095470877,0.0,0.0
2015,Kitsap,Medium Intensity,30.6765,0.0292832,0.0,0.0
2015,Kitsap,High Intensity,6.12,0.005842035,0.0,0.0
2015,Kitsap,Forest,667.2348,0.636929564,0.0,0.0
2015,Kitsap,Agriculture,31.4028,0.029976512,0.0,0.0
2015,Skokomish - Dosewallips,Open Space,6.7671,0.030917322,0.0,0.0
2015,Skokomish - Dosewallips,Low Intensity,3.15,0.014391625,0.0,0.0
2015,Skokomish - Dosewallips,Medium Intensity,0.2745,0.001254127,0.0,0.0
2015,Skokomish - Dosewallips,High Intensity,0.0018,8.22e-06,0.0,0.0
2015,Skokomish - Dosewallips,Forest,198.6894,0.907766132,0.0,0.0
2015,Skokomish - Dosewallips,Agriculture,9.9945,0.04566257,0.0,0.0
2015,Kennedy - Goldsborough,Open Space,40.5324,0.057972656,0.0,0.0
2015,Kennedy - Goldsborough,Low Intensity,21.0285,0.03007663,0.0,0.0
2015,Kennedy - Goldsborough,Medium Intensity,4.9167,0.007032255,0.0,0.0
2015,Kennedy - Goldsborough,High Intensity,0.7704,0.001101887,0.0,0.0
2015,Kennedy - Goldsborough,Forest,606.8781,0.868005237,0.0,0.0
2015,Kennedy - Goldsborough,Agriculture,25.038,0.035811335,0.0,0.0
2015,Chambers - Clover,Open Space,41.6682,0.199452022,0.0,0.0
2015,Chambers - Clover,Low Intensity,66.4461,0.318055711,0.0,0.0
2015,Chambers - Clover,Medium Intensity,58.7205,0.281075795,0.0,0.0
2015,Chambers - Clover,High Intensity,14.5728,0.069755219,0.0,0.0
2015,Chambers - Clover,Forest,20.6451,0.09882133,0.0,0.0
2015,Chambers - Clover,Agriculture,6.8607,0.032839923,0.0,0.0
2015,Deschutes,Open Space,68.2929,0.209484082,0.0,0.0
2015,Deschutes,Low Intensity,43.4358,0.133236525,0.0,0.0
2015,Deschutes,Medium Intensity,28.4598,0.087298608,0.0,0.0
2015,Deschutes,High Intensity,7.8714,0.024145014,0.0,0.0
2015,Deschutes,Forest,120.8601,0.37073059,0.0,0.0
2015,Deschutes,Agriculture,57.0852,0.175105182,0.0,0.0
2015,Nisqually,Open Space,51.597,0.063220996,0.0,0.0
2015,Nisqually,Low Intensity,31.6881,0.038826932,0.0,0.0
2015,Nisqually,Medium Intensity,7.578,0.009285205,0.0,0.0
2015,Nisqually,High Intensity,0.4608,0.000564611,0.0,0.0
2015,Nisqually,Forest,551.9295,0.676270568,0.0,0.0
2015,Nisqually,Agriculture,172.8837,0.211831689,0.0,0.0
2015,Snohomish,Open Space,207.3186,0.175225046,0.0,0.0
2015,Snohomish,Low Intensity,71.5203,0.060448739,0.0,0.0
2015,Snohomish,Medium Intensity,49.5243,0.041857787,0.0,0.0
2015,Snohomish,High Intensity,17.7435,0.014996752,0.0,0.0
2015,Snohomish,Forest,661.4685,0.559071152,0.0,0.0
2015,Snohomish,Agriculture,175.581,0.148400524,0.0,0.0
2015,Cedar - Sammamish,Open Space,176.1345,0.266591019,0.0,0.0
2015,Cedar - Sammamish,Low Intensity,190.1403,0.287789708,0.0,0.0
2015,Cedar - Sammamish,Medium Intensity,156.9285,0.237521489,0.0,0.0
2015,Cedar - Sammamish,High Intensity,39.2841,0.05945904,0.0,0.0
2015,Cedar - Sammamish,Forest,88.5816,0.134074012,0.0,0.0
2015,Cedar - Sammamish,Agriculture,9.6228,0.014564734,0.0,0.0
2015,Duwamish - Green,Open Space,67.3146,0.201813227,0.0,0.0
2015,Duwamish - Green,Low Intensity,72.423,0.217128518,0.0,0.0
2015,Duwamish - Green,Medium Intensity,68.8563,0.206435336,0.0,0.0
2015,Duwamish - Green,High Intensity,36.8865,0.11058795,0.0,0.0
2015,Duwamish - Green,Forest,42.4161,0.127166024,0.0,0.0
2015,Duwamish - Green,Agriculture,45.6525,0.136868946,0.0,0.0
2015,Puyallup - White,Open Space,87.5196,0.079551506,0.0,0.0
2015,Puyallup - White,Low Intensity,87.9075,0.079904091,0.0,0.0
2015,Puyallup - White,Medium Intensity,66.852,0.060765558,0.0,0.0
2015,Puyallup - White,High Intensity,30.2454,0.027491752,0.0,0.0
2015,Puyallup - White,Forest,744.7671,0.676960871,0.0,0.0
2015,Puyallup - White,Agriculture,82.8711,0.075326222,0.0,0.0
2016,Nooksack,Open Space,73.0377,0.07709488,0.0005699870000000079,0.5382000000000033
2016,Nooksack,Low Intensity,39.0681,0.041238298,0.00011311499999999697,0.10620000000000118
2016,Nooksack,Medium Intensity,27.2259,0.028738275,0.0003911480000000009,0.3698999999999977
2016,Nooksack,High Intensity,13.8195,0.014587161,0.00023595299999999882,0.2232000000000003
2016,Nooksack,Forest,279.2178,0.294728102,-0.000735598000000004,-0.7038000000000011
2016,Nooksack,Agriculture,515.0052,0.543613284,-0.0005746050000000613,-0.557100000000105
2016,Upper Skagit,Open Space,5.5116,0.066950181,0.0006917069999999997,0.057599999999999874
2016,Upper Skagit,Low Intensity,2.5047,0.030424943,0.00020408099999999832,0.017100000000000115
2016,Upper Skagit,Medium Intensity,0.6057,0.007357523,0.0001084520000000002,0.009000000000000008
2016,Upper Skagit,High Intensity,0.1152,0.001399351,-1.6799999999982627e-07,0.0
2016,Upper Skagit,Forest,53.3124,0.647593226,-0.0023521049999999377,-0.18720000000000425
2016,Upper Skagit,Agriculture,20.2743,0.246274776,0.001348031999999999,0.11339999999999861
2016,San Juan,Open Space,15.2928,0.04648033,0.00033111300000000093,0.10890000000000022
2016,San Juan,Low Intensity,6.1317,0.018636446,-1.3625999999999222e-05,-0.004499999999999282
2016,San Juan,Medium Intensity,1.0602,0.00322233,5.479999999999981e-06,0.0018000000000000238
2016,San Juan,High Intensity,0.1323,0.000402107,1.0000000000157452e-09,0.0
2016,San Juan,Forest,233.7543,0.710463545,-0.001661189999999979,-0.5472000000000037
2016,San Juan,Agriculture,72.6453,0.220795243,0.0013382229999999995,0.44010000000000105
2016,Lower Skagit - Samish,Open Space,50.8635,0.077500511,0.000851275999999998,0.5391000000000048
2016,Lower Skagit - Samish,Low Intensity,29.6055,0.045109782,1.6190999999998734e-05,-0.0009000000000014552
2016,Lower Skagit - Samish,Medium Intensity,19.6686,0.029968967,5.964500000000053e-05,0.031500000000001194
2016,Lower Skagit - Samish,High Intensity,11.1384,0.016971535,5.1842999999999334e-05,0.02970000000000006
2016,Lower Skagit - Samish,Forest,184.7907,0.281564848,-0.001109020000000016,-0.8001000000000147
2016,Lower Skagit - Samish,Agriculture,360.2322,0.548884357,0.00013006500000001253,-0.05490000000003192
2016,Lyre - Hoko,Open Space,3.4488,0.007340363,-5.738199999999992e-05,-0.027000000000000135
2016,Lyre - Hoko,Low Intensity,1.08,0.002298652,2.6000000000192536e-08,0.0
2016,Lyre - Hoko,Medium Intensity,0.4878,0.001038225,1.1999999999972102e-08,0.0
2016,Lyre - Hoko,High Intensity,0.0126,2.68e-05,0.0,0.0
2016,Lyre - Hoko,Forest,455.1642,0.968763229,-0.00011912199999997153,-0.061199999999985266
2016,Lyre - Hoko,Agriculture,9.6471,0.020532713,0.00017646400000000118,0.08280000000000065
2016,Stillaguamish,Open Space,53.0802,0.087049829,0.001292407999999995,0.7811999999999983
2016,Stillaguamish,Low Intensity,10.4589,0.017152261,-3.4642000000001394e-05,-0.022500000000000853
2016,Stillaguamish,Medium Intensity,5.7528,0.009434408,4.9940000000000054e-05,0.02970000000000006
2016,Stillaguamish,High Intensity,0.9972,0.001635376,4.448800000000008e-05,0.027000000000000024
2016,Stillaguamish,Forest,410.2776,0.67284213,0.00012674400000001196,0.02339999999998099
2016,Stillaguamish,Agriculture,129.2013,0.211885996,-0.0014789390000000124,-0.9189000000000078
2016,Island,Open Space,57.9159,0.14463044,0.0014151890000000111,0.5328000000000017
2016,Island,Low Intensity,28.2366,0.070513829,-0.0001245629999999942,-0.0666000000000011
2016,Island,Medium Intensity,9.7155,0.024262025,0.00011091900000000099,0.0387000000000004
2016,Island,High Intensity,1.2087,0.003018425,1.3013999999999994e-05,0.0045000000000001705
2016,Island,Forest,233.9343,0.584192262,-0.0008813120000000785,-0.4913999999999987
2016,Island,Agriculture,69.4296,0.173383019,-0.0005332470000000145,-0.2546999999999997
2016,Quilcene - Snow,Open Space,22.3686,0.0922531,0.00016755899999999768,0.03059999999999974
2016,Quilcene - Snow,Low Intensity,13.4559,0.055495136,-8.268000000000164e-05,-0.026099999999999568
2016,Quilcene - Snow,Medium Intensity,3.9933,0.016469261,-5.196799999999946e-05,-0.014399999999999746
2016,Quilcene - Snow,High Intensity,0.6273,0.002587125,-3.2229999999999846e-05,-0.008099999999999996
2016,Quilcene - Snow,Forest,168.9264,0.696690187,0.00033873299999997997,0.006300000000010186
2016,Quilcene - Snow,Agriculture,33.0984,0.136505191,-0.0003394140000000101,-0.09720000000000084
2016,Elwha - Dungeness,Open Space,26.8101,0.092892937,0.0011206959999999905,0.32129999999999725
2016,Elwha - Dungeness,Low Intensity,25.8435,0.089543815,-0.0005072279999999985,-0.14850000000000207
2016,Elwha - Dungeness,Medium Intensity,10.3203,0.035758277,0.0003427729999999976,0.09809999999999874
2016,Elwha - Dungeness,High Intensity,1.9197,0.00665147,-5.697000000000688e-06,-0.0018000000000000238
2016,Elwha - Dungeness,Forest,136.44,0.472743942,0.00012875099999998252,0.026099999999985357
2016,Elwha - Dungeness,Agriculture,87.2793,0.30240956,-0.001079293999999953,-0.31859999999998934
2016,Kitsap,Open Space,213.5421,0.204068661,0.001570847000000014,1.409400000000005
2016,Kitsap,Low Intensity,99.1998,0.094798967,-0.0006719099999999978,-0.8136000000000081
2016,Kitsap,Medium Intensity,30.9051,0.029534047,0.00025084700000000196,0.22860000000000014
2016,Kitsap,High Intensity,6.1731,0.005899241,5.720600000000062e-05,0.0530999999999997
2016,Kitsap,Forest,665.4105,0.635890674,-0.0010388900000000145,-1.8242999999999938
2016,Kitsap,Agriculture,31.1922,0.02980841,-0.00016810199999999983,-0.21059999999999945
